name,line
CLINTON," Because Roe v. Wade very clearly sets out that there can be regulations on abortion so long as the life and the health of the mother are taken into account. And when I voted as a senator, I did not think that that was the case."
WALLACE," Mr. Trump, your reaction? And particularly on this issue of late-term, partial-birth abortions."
TRUMP," Well, I think it’s terrible. If you go with what Hillary is saying, in the ninth month, you can take the baby and rip the baby out of the womb of the mother just prior to the birth of the baby."
CLINTON," Well, that is not what happens in these cases. And using that kind of scare rhetoric is just terribly unfortunate. You should meet with some of the women that I have met with, women I have known over the course of my life. This is one of the worst possible choices that any woman and her family has to make. And I do not believe the government should be making it."
WALLACE," All right. But just briefly, I want to move on to another segment…"
TRUMP," And, honestly, nobody has business doing what I just said, doing that, as late as one or two or three or four days prior to birth. Nobody has that."
WALLACE," All right. Let’s move on to the subject of immigration. And there is almost no issue that separates the two of you more than the issue of immigration. Actually, there are a lot of issues that separate the two of you."
TRUMP," Well, first of all, she wants to give amnesty, which is a disaster and very unfair to all of the people that are waiting in line for many, many years. We need strong borders."
WALLACE," Mr. Trump, thank you. Same question to you, Secretary Clinton. Basically, why are you right and Mr. Trump is wrong?"
CLINTON," Well, as he was talking, I was thinking about a young girl I met here in Las Vegas, Carla, who is very worried that her parents might be deported, because she was born in this country but they were not. They work hard, they do everything they can to give her a good life."
WALLACE," Thank you, Secretary Clinton. I want to follow up…"
TRUMP," Chris, I think it’s…"
WALLACE, OK.
TRUMP," I think I should respond to that. First of all, I had a very good meeting with the president of Mexico. Very nice man. We will be doing very much better with Mexico on trade deals. Believe me. The NAFTA deal signed by her husband is one of the worst deals ever made of any kind, signed by anybody. It’s a disaster."
WALLACE," Well, let me—wait, wait, sir, let me…"
TRUMP, We are a country of laws. We either have—and by the way…
WALLACE," Now, wait. I’d like to hear from…"
TRUMP," Well—well, but she said one thing."
WALLACE, I’d like to hear—I’d like to hear from Secretary Clinton.
CLINTON," I voted for border security, and there are…"
TRUMP, And the wall.
CLINTON, There are some limited places where that was appropriate. There also is necessarily going to be new technology and how best to deploy that.
WALLACE, Mr. Trump?
TRUMP," President Obama has moved millions of people out. Nobody knows about it, nobody talks about it. But under Obama, millions of people have been moved out of this country. They’ve been deported. She doesn’t want to say that, but that’s what’s happened, and that’s what happened big league."
WALLACE, I want to…
TRUMP, But what she doesn’t say is that President Obama has deported millions and millions of people just the way it is.
WALLACE," Secretary Clinton, I want to…"
CLINTON, We will not have open borders. That is…
WALLACE," Well, let me—Secretary…"
CLINTON, That is a rank mischaracterization.
WALLACE, Secretary Clinton…
CLINTON," We will have secure borders, but we’ll also have reform. And this used to be a bipartisan issue. Ronald Reagan was the last president…"
WALLACE," Secretary Clinton, excuse me. Secretary Clinton."
CLINTON," … to sign immigration reform, and George W. Bush supported it, as well."
WALLACE," Secretary Clinton, I want to clear up your position on this issue, because in a speech you gave to a Brazilian bank, for which you were paid $225,000, we’ve learned from the WikiLeaks, that you said this, and I want to quote. “My dream is a hemispheric common market with open trade and open borders.” So that’s the question…"
TRUMP, Thank you.
WALLACE," That’s the question. Please quiet, everybody. Is that your dream, open borders?"
CLINTON," Well, if you went on to read the rest of the sentence, I was talking about energy. You know, we trade more energy with our neighbors than we trade with the rest of the world combined. And I do want us to have an electric grid, an energy system that crosses borders. I think that would be a great benefit to us."
WALLACE, Well?
TRUMP," That was a great pivot off the fact that she wants open borders, OK? How did we get on to Putin?"
WALLACE," Hold on—hold on, wait. Hold on, folks. Because we—this is going to end up getting out of control. Let’s try to keep it quiet so—for the candidates and for the American people."
TRUMP, So just to finish on the borders…
WALLACE, Yes?
TRUMP," She wants open borders. People are going to pour into our country. People are going to come in from Syria. She wants 550 percent more people than Barack Obama, and he has thousands and thousands of people. They have no idea where they come from."
WALLACE," Wait, but…"
TRUMP," … from everything I see, has no respect for this person."
CLINTON," Well, that’s because he’d rather have a puppet as president of the United States."
TRUMP, No puppet. No puppet.
CLINTON, And it’s pretty clear…
TRUMP, You’re the puppet!
CLINTON, It’s pretty clear you won’t admit…
TRUMP," No, you’re the puppet."
CLINTON," … that the Russians have engaged in cyberattacks against the United States of America, that you encouraged espionage against our people, that you are willing to spout the Putin line, sign up for his wish list, break up NATO, do whatever he wants to do, and that you continue to get help from him, because he has a very clear favorite in this race."
WALLACE, Secretary Clinton…
CLINTON, And I think it’s time you take a stand…
TRUMP," She has no idea whether it’s Russia, China, or anybody else."
CLINTON, I am not quoting myself.
TRUMP, She has no idea.
CLINTON, I am quoting 17…
TRUMP," Hillary, you have no idea."
CLINTON, … 17 intelligence—do you doubt 17 military and civilian…
TRUMP, And our country has no idea.
CLINTON, … agencies.
TRUMP," Yeah, I doubt it. I doubt it."
CLINTON," Well, he’d rather believe Vladimir Putin than the military and civilian intelligence professionals who are sworn to protect us. I find that just absolutely…[crosstalk]"
TRUMP, She doesn’t like Putin because Putin has outsmarted her at every step of the way.
WALLACE, Mr. Trump…
TRUMP, Excuse me. Putin has outsmarted her in Syria.
WALLACE, Mr. Trump…[crosstalk]
TRUMP, He’s outsmarted her every step of the way.
WALLACE," I’m not a potted plant here, I do get to ask some questions."
TRUMP," Yes, that’s fine."
WALLACE," And I would like to ask you this direct question. The top national security officials of this country do believe that Russia has been behind these hacks. Even if you don’t know for sure whether they are, do you condemn any interference by Russia in the American election?"
TRUMP, By Russia or anybody else.
WALLACE, You condemn their interference?
TRUMP, Of course I condemn. Of course I—I don’t know Putin. I have no idea.
WALLACE, I’m not asking—I’m asking do you condemn?
TRUMP," I never met Putin. This is not my best friend. But if the United States got along with Russia, wouldn’t be so bad."
WALLACE," We’re a long way away from immigration, but I’m going to let you finish this topic. You got about 45 seconds."
TRUMP, And she always will be.
CLINTON," I—I find it ironic that he’s raising nuclear weapons. This is a person who has been very cavalier, even casual about the use of nuclear weapons. He’s…"
TRUMP, Wrong.
CLINTON," … advocated more countries getting them, Japan, Korea, even Saudi Arabia. He said, well, if we have them, why don’t we use them, which I think is terrifying."
TRUMP, I have 200 generals…
WALLACE, Very quickly.
TRUMP," … and admirals, 21 endorsing me, 21 congressional Medal of Honor recipients. As far as Japan and other countries, we are being ripped off by everybody in the—we’re defending other countries. We are spending a fortune doing it. They have the bargain of the century."
WALLACE, OK.
TRUMP," Look, she’s been proven to be a liar on so many different ways. This is just another lie."
CLINTON," Well, I’m just quoting you when you were asked…"
TRUMP, There’s no quote. You’re not going to find a quote from me.
CLINTON," … about a potential nuclear—nuclear competition in Asia, you said, you know, go ahead, enjoy yourselves, folks. That kind…"
TRUMP, And defend yourselves.
CLINTON, … of language—well…
TRUMP, And defend yourselves. I didn’t say nuclear. And defend yourself.
CLINTON," The United States has kept the peace—the United States has kept the peace through our alliances. Donald wants to tear up our alliances. I think it makes the world safer and, frankly, it makes the United States safer. I would work with our allies in Asia, in Europe, in the Middle East, and elsewhere. That’s the only way we’re going to be able to keep the peace."
WALLACE," We’re going to—no, we are going to move on to the next topic, which is the economy. And I hope we handle that as well as we did immigration. You also have very different ideas about how to get the economy growing faster. Secretary Clinton, in your plan, government plays a big role. You see more government spending, more entitlements, more tax credits, more tax penalties. Mr. Trump, you want to get government out with lower taxes and less regulation."
TRUMP, Yes.
WALLACE," We’re going to drill down into this a little bit more. But in this overview, please explain to me why you believe that your plan will create more jobs and growth for this country and your opponent’s plan will not. In this round, you go first, Secretary Clinton."
CLINTON," Well, I think when the middle class thrives, America thrives. And so my plan is based on growing the economy, giving middle-class families many more opportunities. I want us to have the biggest jobs program since World War II, jobs in infrastructure and advanced manufacturing. I think we can compete with high-wage countries, and I believe we should. New jobs and clean energy, not only to fight climate change, which is a serious problem, but to create new opportunities and new businesses."
WALLACE," Secretary, thank you. Mr. Trump, why will your plan create more jobs and growth than Secretary Clinton’s?"
TRUMP," Well, first of all, before I start on my plan, her plan is going to raise taxes and even double your taxes. Her tax plan is a disaster. And she can say all she wants about college tuition. And I’m a big proponent. We’re going to do a lot of things for college tuition. But the rest of the public’s going to be paying for it. We will have a massive, massive tax increase under Hillary Clinton’s plan."
WALLACE," Time, Mr. Trump."
TRUMP," … that’s offshore back into the country. We are going to start the engine rolling again, because…"
WALLACE, Mr. Trump?
TRUMP," … right now, our country is dying at 1 percent GDP."
CLINTON," Well, let me translate that, if I can, Chris, because…"
TRUMP, You can’t.
CLINTON," … the fact is, he’s going to advocate for the largest tax cuts we’ve ever seen, three times more than the tax cuts under the Bush administration. I have said repeatedly throughout this campaign: I will not raise taxes on anyone making $250,000 or less."
WALLACE, Secretary…
CLINTON," Cutting taxes on the wealthy, we’ve tried that. It has not worked the way that it has been promised."
WALLACE," Secretary Clinton, I want to pursue your plan, because in many ways it is similar to the Obama stimulus plan in 2009, which has led to the slowest GDP growth since 1949."
TRUMP, Correct.
WALLACE," Thank you, sir."
CLINTON," Well, it’s a combination, Chris. And let me say that when you inherit the level of economic catastrophe that President Obama inherited, it was a real touch-and-go situation. I was in the Senate before I became secretary of state. I’ve never seen people as physically distraught as the Bush administration team was because of what was happening to the economy."
WALLACE," Mr. Trump, even conservative economists who have looked at your plan say that the numbers don’t add up, that your idea, and you’ve talked about 25 million jobs created, 4 percent…"
TRUMP, Over a 10-year period.
WALLACE," … growth is unrealistic. And they say—you talk a lot about growing the energy industry. They say with oil prices as low as they are right now, that’s unrealistic, as well. Your response, sir?"
TRUMP, So I just left some high representatives of India. They’re growing at 8 percent. China is growing at 7 percent. And that for them is a catastrophically low number.
WALLACE," I want you to give you a chance to briefly speak to that, and then I want to pivot to one-sixth of the economy…"
TRUMP, And that will be as bad as NAFTA.
WALLACE," … which is Obamacare. But go ahead, briefly."
CLINTON," Well, first, let me say, number one, when I saw the final agreement for TPP, I said I was against it. It didn’t meet my test. I’ve had the same test. Does it create jobs, raise incomes, and further our national security? I’m against it now. I’ll be against it after the election. I’ll be against it when I’m president."
WALLACE, Mr. Trump?
CLINTON, That’s the kind of approach that is just not going to work.
TRUMP," Well, let me just say—let me just say."
CLINTON," We’re going to pull the country together. We’re going to have trade agreements that we enforce. That’s why I’m going to have a trade prosecutor for the first time in history. And we’re going to enforce those agreements, and we’re going to look for businesses to help us by buying American products."
WALLACE," Secretary Clinton? Go ahead, Mr. Trump."
TRUMP," I ask a simple question. She’s been doing this for 30 years. Why the hell didn’t you do it over the last 15, 20 years?"
CLINTON," No, I voted."
TRUMP," You were very much involved—excuse me. My turn. You were very much involved in every aspect of this country. Very much. And you do have experience. I say the one thing you have over me is experience, but it’s bad experience, because what you’ve done has turned out badly."
CLINTON," Well, first of all, what he just said about the State Department is not only untrue, it’s been debunked numerous times."
TRUMP, Give me a break.
CLINTON," And on the day when I was in the Situation Room, monitoring the raid that brought Osama bin Laden to justice, he was hosting the “Celebrity Apprentice.” So I’m happy to compare my 30 years of experience, what I’ve done for this country, trying to help in every way I could, especially kids and families get ahead and stay ahead, with your 30 years, and I’ll let the American people make that decision."
TRUMP," Well, I think I did a much better job. I built a massive company, a great company, some of the greatest assets anywhere in the world, worth many, many billions of dollars. I started with a $1 million loan. I agree with that. It’s a $1 million loan. But I built a phenomenal company."
WALLACE," All right. We are going to get to foreign hot spots in a few moments, but the next segment is fitness to be president of the United States. Mr. Trump, at the last debate, you said your talk about grabbing women was just that, talk, and that you’d never actually done it. And since then, as we all know, nine women have come forward and said that you either groped them or kissed them without their consent."
TRUMP," Well, first of all, those stories have been largely debunked. Those people—I don’t know those people. I have a feeling how they came. I believe it was her campaign that did it."
CLINTON, Well…
WALLACE, Secretary Clinton?
CLINTON," At the last debate, we heard Donald talking about what he did to women. And after that, a number of women have come forward saying that’s exactly what he did to them. Now, what was his response? Well, he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted."
TRUMP, I did not say that. I did not say that.
CLINTON," In fact, he went on to say…"
WALLACE," Her two minutes—sir, her two minutes. Her two minutes."
TRUMP, I did not say that.
WALLACE, It’s her two minutes.
CLINTON," He went on to say, “Look at her. I don’t think so.” About another woman, he said, “That wouldn’t be my first choice.” He attacked the woman reporter writing the story, called her “disgusting,” as he has called a number of women during this campaign."
WALLACE, Mr. Trump…
TRUMP, Nobody has more respect for women than I do. Nobody. [laughter]
WALLACE," Please, everybody."
TRUMP," And frankly, those stories have been largely debunked. And I really want to just talk about something slightly different."
WALLACE, Secretary Clinton?
CLINTON," Well, every time Donald is pushed on something which is obviously uncomfortable, like what these women are saying, he immediately goes to denying responsibility. And it’s not just about women. He never apologizes or says he’s sorry for anything."
TRUMP, Wrong.
CLINTON," He went after Mr. and Mrs. Khan, the parents of a young man who died serving our country, a Gold Star family, because of their religion. He went after John McCain, a prisoner of war, said he prefers “people who aren’t captured.” He went after a federal judge, born in Indiana, but who Donald said couldn’t be trusted to try the fraud and racketeering case against Trump University because his parents were Mexican."
TRUMP," So sad when she talks about violence at my rallies, and she caused the violence. It’s on tape."
WALLACE, During the last…
TRUMP," The other things are false, but honestly, I’d love to talk about getting rid of ISIS, and I’d love to talk about other things…"
WALLACE, OK.
TRUMP," … but those other charges, as she knows, are false."
WALLACE," In this bucket about fitness to be president, there’s been a lot of developments over the last 10 days since the last debate. I’d like to ask you about them. These are questions that the American people have."
CLINTON," Well, everything I did as secretary of state was in furtherance of our country’s interests and our values. The State Department has said that. I think that’s been proven."
WALLACE, Secretary Clinton…
CLINTON," … we have made environments in schools healthier for kids, including healthier lunches…"
WALLACE," Secretary Clinton, respectfully, this is—this is an open discussion."
CLINTON," Well, it is an open discussion. And you…"
WALLACE, And the specific question went to pay for play. Do you want to talk about that?
CLINTON," Well, but there is no—but there is no evidence—but there is…[crosstalk]"
TRUMP, I think that it’s been very well…
WALLACE, Let’s ask Mr. Trump.
CLINTON, There is a lot of evidence about the very good work…
TRUMP, It’s been very well studied.
CLINTON, … and the high rankings…[crosstalk]
WALLACE, Please let Mr. Trump speak.
TRUMP," … and it’s a criminal enterprise, and so many people know it."
WALLACE, Please let Mr. Trump speak.
TRUMP," It’s a criminal enterprise. Saudi Arabia giving $25 million, Qatar, all of these countries. You talk about women and women’s rights? So these are people that push gays off business—off buildings. These are people that kill women and treat women horribly. And yet you take their money."
WALLACE, Secretary Clinton?
CLINTON," Well, very quickly, we at the Clinton Foundation spend 90 percent—90 percent of all the money that is donated on behalf of programs of people around the world and in our own country. I’m very proud of that. We have the highest rating from the watchdogs that follow foundations. And I’d be happy to compare what we do with the Trump Foundation, which took money from other people and bought a six-foot portrait of Donald. I mean, who does that? It just was astonishing."
WALLACE, All right.
CLINTON, … because it’s an important part of the American experience.
TRUMP, They don’t want you to help them anymore.
TRUMP," I’d like to mention one thing. Trump Foundation, small foundation. People contribute, I contribute. The money goes 100 percent—100 percent goes to different charities, including a lot of military. I don’t get anything. I don’t buy boats. I don’t buy planes. What happens—the money goes to them."
WALLACE," Wasn’t some of the money used to settle your lawsuits, sir?"
TRUMP," No, it was—we put up the American flag. And that’s it. They put up the American flag. We fought for the right in Palm Beach to put up the American flag."
WALLACE," Right. But there was a penalty that was imposed by Palm Beach County, and the money came from your foundation…"
TRUMP," There was. There was. And, by the way…"
WALLACE," … instead of Mar-a-Lago or yourself, sir."
TRUMP," … the money—the money went to Fisher House, where they build houses—the money that you’re talking about went to Fisher House, where they build houses for veterans and disabled vets."
WALLACE, I want to get into one…
CLINTON," But, of course, there’s no way we can know whether any of that is true, because he hasn’t released his tax returns. He is the first candidate ever to run for president in the last 40-plus years who has not released his tax returns, so everything he says about charity or anything else, we can’t prove it. You can look at our tax returns. We’ve got them all out there."
WALLACE, I want…
TRUMP," So let me just tell you very quickly, we’re entitled because of the laws that people like her passed to take massive amounts of depreciation on other charges, and we do it. And all of her donors—just about all of them—I know Buffett took hundreds of millions of dollars, Soros, George Soros, took hundreds of millions of dollars…"
WALLACE, We…
TRUMP, Let me just explain.
WALLACE," But, no, we heard this…"
TRUMP, Most of her donors have done the same thing as I do.
WALLACE," Mr. Trump, we—OK."
TRUMP, You know what she should have done?
WALLACE," Folks, we heard this…"
TRUMP," And you know, Hillary, what you should have done, you should have changed the law when you were a United States senator…"
WALLACE," Folks, we heard this…"
TRUMP," … because your donors and your special interests are doing the same thing as I do, except even more so."
CLINTON," Well, you know…"
TRUMP," You should have changed the law. But you won’t change the law, because you take in so much money. I mean, I sat in my apartment today on a very beautiful hotel down the street known as Trump…"
CLINTON, Made with Chinese steel.
TRUMP," But I will tell you, I sat there…[laughter]… I sat there watching ad after ad after ad, false ad. All paid for by your friends on Wall Street that gave so much money because they know you’re going to protect them. And, frankly, you should have changed the laws."
WALLACE, Mr. Trump…
TRUMP," If you don’t like what I did, you should have changed the laws."
WALLACE," Mr. Trump, I want to ask you about one last question in this topic. You have been warning at rallies recently that this election is rigged and that Hillary Clinton is in the process of trying to steal it from you."
TRUMP, I will look at it at the time. I’m not looking at anything now. I’ll look at it at the time.
WALLACE," But, sir, there’s…"
TRUMP," If you look—excuse me, Chris—if you look at your voter rolls, you will see millions of people that are registered to vote—millions, this isn’t coming from me—this is coming from Pew Report and other places—millions of people that are registered to vote that shouldn’t be registered to vote."
WALLACE, But…
TRUMP," Chris, she should never have been allowed to run for the presidency based on what she did with e-mails and so many other things."
WALLACE," But, sir, there is a tradition in this country—in fact, one of the prides of this country—is the peaceful transition of power and that no matter how hard-fought a campaign is, that at the end of the campaign that the loser concedes to the winner. Not saying that you’re necessarily going to be the loser or the winner, but that the loser concedes to the winner and that the country comes together in part for the good of the country. Are you saying you’re not prepared now to commit to that principle?"
TRUMP, What I’m saying is that I will tell you at the time. I’ll keep you in suspense. OK?
CLINTON," Well, Chris, let me respond to that, because that’s horrifying. You know, every time Donald thinks things are not going in his direction, he claims whatever it is, is rigged against him."
TRUMP, Should have gotten it. [laughter]
CLINTON," This is—this is a mindset. This is how Donald thinks. And it’s funny, but it’s also really troubling."
WALLACE, OK.
CLINTON," So that is not the way our democracy works. We’ve been around for 240 years. We’ve had free and fair elections. We’ve accepted the outcomes when we may not have liked them. And that is what must be expected of anyone standing on a debate stage during a general election. You know, President Obama said the other day when you’re whining before the game is even finished… [applause]"
WALLACE," Hold on. Hold on, folks. Hold on, folks."
CLINTON," … it just shows you’re not up to doing the job. And let’s—you know, let’s be clear about what he is saying and what that means. He is denigrating—he’s talking down our democracy. And I, for one, am appalled that somebody who is the nominee of one of our two major parties would take that kind of position."
TRUMP," I think what the FBI did and what the Department of Justice did, including meeting with her husband, the attorney general, in the back of an airplane on the tarmac in Arizona, I think it’s disgraceful. I think it’s a disgrace."
WALLACE, All right.
TRUMP, I think we’ve never had a situation so bad in this country. [applause]
WALLACE," Hold on, folks. This doesn’t do any good for anyone. Let’s please continue the debate, and let’s move on to the subject of foreign hot spots."
CLINTON," Well, I am encouraged that there is an effort led by the Iraqi army, supported by Kurdish forces, and also given the help and advice from the number of special forces and other Americans on the ground. But I will not support putting American soldiers into Iraq as an occupying force. I don’t think that is in our interest, and I don’t think that would be smart to do. In fact, Chris, I think that would be a big red flag waving for ISIS to reconstitute itself."
WALLACE," Mr. Trump, same question. If we are able to push ISIS out of Mosul and out of Iraq, will—would you be willing to put U.S. troops in there to prevent their return or something else?"
TRUMP," Let me tell you, Mosul is so sad. We had Mosul. But when she left, when she took everybody out, we lost Mosul. Now we’re fighting again to get Mosul. The problem with Mosul and what they wanted to do is they wanted to get the leaders of ISIS who they felt were in Mosul."
WALLACE," Sir, your two minutes are up."
TRUMP," The point is, the big winner is going to be Iran."
CLINTON," Well, you know, once again, Donald is implying that he didn’t support the invasion of Iraq. I said it was a mistake. I’ve said that years ago. He has consistently denied what is…"
TRUMP, Wrong.
CLINTON, … a very clear fact that…
TRUMP, Wrong.
CLINTON," … before the invasion, he supported it. And, you know, I just want everybody to go Google it. Google “Donald Trump Iraq.” And you will see the dozens of sources which verify that he was for the invasion of Iraq."
TRUMP, Wrong.
CLINTON," And you can actually hear the audio of him saying that. Now, why does that matter? Well, it matters because he has not told the truth about that position. I guess he believes it makes him look better now to contrast with me because I did vote for it."
TRUMP," Chris, we don’t gain anything."
CLINTON, He has all the conspiracy theories…[crosstalk]
TRUMP, Iran is taking over Iraq.
WALLACE," Secretary Clinton, it’s…[crosstalk]"
TRUMP, Iran is taking over Iraq. We don’t gain anything.
CLINTON," This conspiracy theory, which he’s been spewing out for quite some time."
TRUMP, We would’ve gained if they did it by surprise…[crosstalk]
WALLACE," Wait, wait, wait, Secretary Clinton, it’s an open discussion."
CLINTON, He says…[crosstalk]
TRUMP, We would have gained if they did it by surprise.
WALLACE," Secretary, please let Mr. Trump speak."
CLINTON," … unfit, and he proves it every time he talks."
TRUMP," No, you are the one that’s unfit. You know, WikiLeaks just actually came out—John Podesta said some horrible things about you, and, boy, was he right. He said some beauties. And you know, Bernie Sanders, he said you have bad judgment. You do."
CLINTON," Well, you should ask Bernie Sanders who he’s supporting for president. And he has said…"
TRUMP, Which is a big mistake.
CLINTON," … as he has campaigned for me around the country, you are the most dangerous person to run for president in the modern history of America. I think he’s right."
WALLACE," Let’s turn to Aleppo. Mr. Trump, in the last debate, you were both asked about the situation in the Syrian city of Aleppo. And I want to follow up on that, because you said several things in that debate which were not true, sir. You said that Aleppo has basically fallen. In fact, there—in fact, there are…"
TRUMP, It’s a catastrophe. I mean…
WALLACE," It’s a catastrophe, but there…"
TRUMP, … it’s a mess.
WALLACE, There are a quarter of…
TRUMP, Have you seen it? Have you seen it?
WALLACE, Sir…
TRUMP, Have you seen what’s happened to Aleppo?
WALLACE," Sir, if I may finish my question…"
TRUMP," OK, so it hasn’t fallen. Take a look at it."
WALLACE," Well, there are a quarter of a million people still living there and being slaughtered."
TRUMP, That’s right. And they are being slaughtered…
WALLACE, Yes.
TRUMP, … because of bad decisions.
WALLACE," If I may just finish here, and you also said that—that Syria and Russia are busy fighting ISIS. In fact, they have been the ones who’ve been bombing and shelling eastern Aleppo, and they just announced a humanitarian pause, in effect, admitting that they have been bombing and shelling Aleppo. Would you like to clear that up, sir?"
TRUMP," Well, Aleppo is a disaster. It’s a humanitarian nightmare. But it has fallen from the—from any standpoint. I mean, what do you need, a signed document? Take a look at Aleppo. It is so sad when you see what’s happened."
WALLACE, Let me…
TRUMP," … in many cases, ISIS-aligned, and we now have them in our country, and wait until you see—this is going to be the great Trojan horse. And wait until you see what happens in the coming years. Lots of luck, Hillary. Thanks a lot for doing a great job."
WALLACE," Secretary Clinton, you have talked about—and in the last debate and again today—that you would impose a no-fly zone to try to protect the people of Aleppo and to stop the killing there. President Obama has refused to do that because he fears it’s going to draw us closer or deeper into the conflict."
CLINTON," Well, Chris, first of all, I think a no-fly zone could save lives and could hasten the end of the conflict. I’m well aware of the really legitimate concerns that you have expressed from both the president and the general."
WALLACE," Folks, I want to get into our final segment."
TRUMP, But I just have to…
WALLACE, Real quick.
TRUMP," It’s so ridiculous what she—she will defeat ISIS. We should have never let ISIS happen in the first place. And right now, they’re in 32 countries."
WALLACE, OK.
TRUMP," We should have—wait one second. They had a cease-fire three weeks ago. A cease-fire, United States, Russia, and Syria. And during the cease-fire, Russia took over vast swatches of land, and then they said we don’t want the cease-fire anymore."
WALLACE," Mr. Trump, Secretary Clinton—no, we need to move on to our final segment, and that is the national debt, which has not been discussed until tonight."
TRUMP," Well, I say they’re wrong, because I’m going to create tremendous jobs. And we’re bringing GDP from, really, 1 percent, which is what it is now, and if she got in, it will be less than zero. But we’re bringing it from 1 percent up to 4 percent. And I actually think we can go higher than 4 percent. I think you can go to 5 percent or 6 percent. And if we do, you don’t have to bother asking your question, because we have a tremendous machine. We will have created a tremendous economic machine once again. To do that, we’re taking back jobs. We’re not going to let our companies be raided by other countries where we lose all our jobs, we don’t make our product anymore. It’s very sad. But I’m going to create a—the kind of a country that we were from the standpoint of industry. We used to be there. We’ve given it up. We’ve become very, very sloppy."
WALLACE, Secretary Clinton?
CLINTON," Well, first, when I hear Donald talk like that and know that his slogan is “Make America Great Again,” I wonder when he thought America was great. And before he rushes and says, “You know, before you and President Obama were there,” I think it’s important to recognize that he has been criticizing our government for decades."
TRUMP," Yeah, yeah, we’ve heard—we’ve heard this before, Hillary."
CLINTON, I started off with—my dad was a small-business man.
TRUMP, We’ve heard this before.
CLINTON," And I think it—you know, it’s a difference that affects how we see the world and what we want to do with the economy."
WALLACE, Time.
TRUMP," Thank you, Hillary. Could I just respond?"
WALLACE," Well, no, sir, because we’re running out of time…"
TRUMP, Because I did disagree with Ronald Reagan very strongly on trade. I disagreed with him. We should have been much tougher on trade even then. I’ve been waiting for years. Nobody does it right.
WALLACE, OK.
TRUMP," And frankly, now we’re going to do it right."
WALLACE," All right. The one last area I want to get into with you in this debate is the fact that the biggest driver of our debt is entitlements, which is 60 percent of all federal spending. Now, the Committee for federal—a Responsible Federal Budget has looked at both of your plans and they say neither of you has a serious plan that is going to solve the fact that Medicare’s going to run out of money in the 2020s, Social Security is going to run out of money in the 2030s, and at that time, recipients are going to take huge cuts in their benefits."
TRUMP, I’m cutting taxes. We’re going to grow the economy. It’s going to grow at a record rate of growth.
WALLACE, That’s not going to help in the entitlements.
TRUMP," No, it’s going to totally help you. And one thing we have to do: Repeal and replace the disaster known as Obamacare. It’s destroying our country. It’s destroying our businesses, our small business and our big businesses. We have to repeal and replace Obamacare."
WALLACE," And, Secretary Clinton, same question, because at this point, Social Security and Medicare are going to run out, the trust funds are going to run out of money. Will you as president entertain—will you consider a grand bargain, a deal that includes both tax increases and benefit cuts to try to save both programs?"
CLINTON," Well, Chris, I am on record as saying that we need to put more money into the Social Security Trust Fund. That’s part of my commitment to raise taxes on the wealthy. My Social Security payroll contribution will go up, as will Donald’s, assuming he can’t figure out how to get out of it. But what we want to do is to replenish the Social Security Trust Fund…"
TRUMP, Such a nasty woman.
CLINTON," … by making sure that we have sufficient resources, and that will come from either raising the cap and/or finding other ways to get more money into it. I will not cut benefits. I want to enhance benefits for low-income workers and for women who have been disadvantaged by the current Social Security system."
TRUMP, Your husband disagrees with you.
CLINTON," … the long-term health care drivers. We’ve got to get costs down, increase value, emphasize wellness. I have a plan for doing that. And I think that we will be able to get entitlement spending under control by with more resources and smarter decisions."
WALLACE," This is—this is the final time, probably to both of your delight, that you’re going to be on a stage together in this campaign. I would like to end it on a positive note. You had not agreed to closing statements, but it seems to me in a funny way that might make it more interesting because you haven’t prepared closing statements."
CLINTON," Well, I would like to say to everyone watching tonight that I’m reaching out to all Americans—Democrats, Republicans, and independents—because we need everybody to help make our country what it should be, to grow the economy, to make it fairer, to make it work for everyone. We need your talents, your skills, your commitments, your energy, your ambition."
WALLACE," Secretary Clinton, thank you."
TRUMP, She’s raising the money from the people she wants to control. Doesn’t work that way.
WALLACE, Thank you both. [applause]
WALLACE," Good evening from the Thomas and Mack Center at the University of Nevada, Las Vegas. I’m Chris Wallace of Fox News, and I welcome you to the third and final of the 2016 presidential debates between Secretary of State Hillary Clinton and Donald J. Trump."
RADDATZ, Good evening. I’m Martha Raddatz from ABC News.
COOPER," And I’m Anderson Cooper from CNN. We want to welcome you to Washington University in St. Louis for the second presidential debate between Hillary Clinton and Donald Trump, sponsored by the Commission on Presidential Debates. Tonight’s debate is a town hall format, which gives voters a chance to directly ask the candidates questions. Martha and I will ask follow-up questions but the night really belongs to the people in this room, and to people across the country who have submitted questions online."
RADDATZ," The people you see on this stage were chosen by the Gallup Organization. They are all from the St. Louis area and told Gallup they haven’t committed to a candidate. Each of them came here with questions they wanted to ask, and we saw those questions for the first time this morning. Anderson and I and our team from ABC and CNN are the only ones who have seen them. Both candidates will have two minutes to answer each audience and online question. We hope to get to as many questions as we can, so we’ve asked the audience here not to slow things down with any applause. Except for now."
RADDATZ," Ladies and gentlemen the Republican nominee for president, Donald J. Trump, and the Democratic nominee for president, Hillary Clinton. [applause]"
