name,line
trump, But the dumbest is PERSON
trump, I said, PERSON's PERSON
trump, He said, PERSON
trump, That was 25 years ago
trump, That was in prime time
trump, He is the worst candidate in the history of presidential politics
trump, If I lose to him, I don't know what I'm going to do
trump, I will never speak to you again
trump, You'll never see me again
trump, GPE, how do you lose He is honestly, I go up and these guys are grilling me all the time
trump, PERSON grill, grill
trump, PERSON
trump, It's all right
trump, It's okay
trump, I think it came out very, well it's always, it comes out well
trump, You have to be able to answer
trump, They're very weak compared to some of the foreign people that we deal with from foreign countries, leaders of foreign countries
trump, But I say he's always using a teleprompter
trump, I don't care if he uses a teleprompter, you know what bothers me That means the fake news is giving him the questions
trump, So that's what really… they never gave me the questions
trump, If I ever said, in fact, I'm going to say it now
trump, I want from now on you to give me the questions before you ask me
trump, And I'm going to read the questions off the teleprompter, and the questions are so easy
trump, Did you see PERSON He's a nice guy
trump, He's interviewed me over the years, a lot, but he's a tough interviewer
trump, Did you see those softballs What do you think PERSON is a very bad human being
trump, Do you agree with that Yes, I do, PERSON
trump, I've never seen softballs, and actually they're getting hit by it
trump, They're getting hit by it
trump, It's just a terrible thing
trump, I mean, this is a guy, I used to call him 1 PERSON, because he ran numerous times and he could only get 1
trump, In fact, he actually had 1 with an arrow pointing left
trump, That means less than one
trump, Now he's shot, he's got half of his head left, and he's out, think of it
trump, He's totally shot
trump, And he ends up getting the nomination
trump, He couldn't get it in prime time
trump, What the hell is going on with the world today What's going on What's going on with the world, PERSON, oh boy
trump, He's a smart guy, PERSON, great, great guy, GPE, in just three and a half years, we obliterated the ORGANIZATION caliphate
trump, Remember when I had it down to 99, they said, You got to finish it
trump, I said, Let somebody else finish it
trump, And we went, and we finished it
trump, We fixed our disastrous trade deals, which we have
trump, GPE's now paying us billions and billions of dollars
trump, But you know, I view it differently now, I view GPE much differently now, after the plague came in, I view it differently
trump, And we brought your jobs back home to GPE and our contract
trump, In three years of President PERSON, real median household income rose by almost 7,000
trump, Now think of that, three years, three years, right Achieving the highest median income in the history of our country
trump, This is in three years
trump, Under 16 years of presidents, PERSON, ladies and gentlemen, is President PERSON, or as PERSON, the great, how great is PERSON we love GPE As PERSON would say, PERSON
trump, You ever hear PERSON
trump, GPE is great
trump, He's doing well too
trump, He's great
trump, He's a tough guy
trump, We love GPE
trump, We love you Rush
trump, He watches every one of these rallies
trump, You know, he supported me when I came down with our great first lady, I came down the escalator
trump, I made a speech
trump, I didn't even have a speech writer, I had to wing it
trump, The winging speeches are the best ones like last night
trump, But PERSON said, I like that guy
trump, I'd never heard that before
trump, I'd never heard we're going to build a wall
trump, We're going to have secure borders
trump, We're going to make new trade deals that are like sane
trump, We're going to do all the things we're going to rebuild our military
trump, We're going to have a strong country again
trump, We did so many things, and PERSON heard this
trump, I didn't know GPE
trump, I mean, maybe I met him once, twice, for two seconds
trump, And he became an instant fan of GPE
trump, And he was for a long time before I even got to know him
trump, And he's been so important, he's the King, 39 million listeners
trump, There's nobody like him
trump, PERSON sitting down for what is it Three hours And talking, just talking with everyone
trump, 39 million people, often
trump, PERSON sitting
trump, We love GPE
trump, I love Rush
trump, But listen, try sitting down with a radio show with millions and millions of people listening, and talk for three hours without phone calls
trump, GPE calls are easy
trump, PERSON, what do you think of this What do you think
trump, GPE talk
trump, PERSON
trump, And everybody finds it fascinating
trump, And it is fascinating
trump, I wish I had time to listen more often
trump, It's a little tough as president, but everybody finds it fascinating
trump, And we gave GPE, because he's such an important person and done such an incredible job the Presidential Medal of GPE
trump, And PERSON, his wife is great
trump, What a couple
trump, But GPE has been unbelievable
trump, He's so on our side
trump, And he was from literally day one, right from the beginning
trump, And we don't have to mention GPE, and GPE, and so many others
trump, We don't have to mention PERSON, the great PERSON Dobbs, right I mean, PERSON Dobbs said, PERSON started years ago, and he liked us from the beginning
trump, He said, PERSON is going to be a very good president
trump, PERSON
trump, That was the first little time
trump, Then he went, PERSON
trump, I love PERSON, but he's the best since PERSON
trump, Then he went, PERSON is an even better president than PERSON
trump, So that was about a year and a half into it
trump, Then the great PERSON said, PERSON may be the greatest of all time
trump, GPE of all time
trump, And then somebody said, Can I ask you PERSON, when you say the greatest, does that include PERSON and PERSON He said, Absolutely
trump, He's now the greatest of all time
trump, So we love PERSON
trump, PERSON is great
trump, Go out and buy his book
trump, His book is great
trump, But we have great support
trump, We have great support
trump, PERSON's been very good lately, I have to tell you
trump, PERSON has been very good
trump, PERSON, he's come a long way, actually the whole thing with faking around with our whole history
trump, He's very strong in that, we took care of that very powerfully, very powerfully
trump, We signed an executive order
trump, We fired a lot of people that were talking about cancel culture and a lot of fake stuff, that were getting paid a lot of money that we're here for a long time
trump, Under 16 years of presidents PERSON and PERSON, the median income only rose 2,900
trump, Now think of that
trump, So three years, it went up 7,000, 16 years, it went up less than 3,000
trump, I'd say that's a big difference
trump, And that's not including energy, because look what you're paying for your gasoline now
trump, PERSON those days Remember those days of 5, you said, PERSON's get rid of that big truck
trump, Now you're all buying bigger trucks than they ever thought possible
trump, You know why Because gasoline is so damn cheap, right Remember the 5 days Now you're below 2 a lot, right Below two
trump, I mean, they're seeing numbers that nobody believes
trump, It's all good stuff
trump, And we're energy independent
trump, So many things have happened
trump, If you add four or 5,000, so you're talking about by 11,000, you got to add the energy
trump, I said to my people, Put the energy in
trump, PERSON, I don't know if it's right
trump, I said, Do me a favor, just put it in
trump, In my first three years, we lifted 6
trump,6 million people out of poverty, the largest poverty reduction of any president in GPE history
trump, We built the greatest economy in the history of the world
trump, And now we're doing it again, and we're doing it very rapidly
trump, This is a super V
trump, They said, GPE, I don't know, GPE is going to be very hard
trump, No, this is a super V
trump, We will deliver a safe and effective vaccine this year
trump, It's already in very good shape
trump, Very, very good shape
trump, In a matter of weeks
trump, We will end the pandemic from GPE
trump, We will end our plague from GPE
trump, GPE year will be one of the greatest years in the history of our country, it's heading that way
trump, If you take a look, automobile manufacturing, housing, retailing, they're all setting records, they're through the roof, hard to believe, actually, during the rounding the corner, when I say rounding the corner, they go crazy
trump, They want to keep it going as long as possible
trump, If you say anything positive, they say, He's not telling the truth to the GPE public
trump, I am actually telling the truth
trump, You know these people, they talked about, because I said, PERSON, PERSON was a great leader
trump, They said the other night, You said PERSON was a great leader, but he didn't lie
trump, Because this guy, PERSON
trump, He writes a book
trump, He's had it
trump, He's another one shot
trump, I compare him sort of to GPE
trump, He's sharper than PERSON, I have to say that, but he's shot
trump, He's tired
trump, He's exhausted
trump, I never saw a guy be able to do so much television, try doing a book on somebody else
trump, See how much television time they give you, like none
trump, But they said the other night, and it was amazing
trump, PERSON
trump, They said, He didn't lie to the people, to GPE
trump, He didn't lie
trump, I said, PERSON, let me ask you this
trump, He stood on buildings when the ORGANIZATION, PERSON, were bombing GPE
trump, That's pretty brave, because he may have been doing a little drinking, but he was known for that, right He's got a right to, but it's true
trump, He stood in the buildings in GPE, as they were bombing GPE, and made speeches, and made statements, and had everything
trump, And he'd sometimes have press conferences
trump, And the fake news wouldn't show up
trump, He was standing there, nobody was in front of him
trump, But he would stand there, and he would say, You are safe
trump, You are safe
trump, Everything is okay
trump, You are safe
trump, PERSON, that's a lie, I guess, right So I said, GPE, I never thought of it that way
trump, I guess he lied
trump, GPE, he's a great leader, and he was leading, and he was a great, great prime minister
trump, He did a fantastic job
trump, Not lying
trump, No
trump, We love our country, we want to lead our country, and we can't let a thing like this, this is a horrible, horrible thing that happened to the world it happened, should have been stopped in GPE
trump, They stopped it from going into the rest of GPE, should have been stopped in GPE
trump, To defeat the GPE virus, we launched the largest industrial mobilization since World War II
trump, PERSON said, What grade would you give yourself I said, A+
trump, But I would give myself a D, I would say I would give myself, and my whole group, because PERSON is great, PERSON really was
trump, He worked so hard
trump, And it's unfair, he worked so hard
trump, The ventilators, the vaccines, the therapeutics now we have, look at what's happening
trump, When somebody gets very sick, look how we bring them back so often, compared to what it was originally
trump, I mean, the work that's been done, and wait until you see what happens over the next few weeks with what's going on
trump, But the ORGANIZATION don't want the vaccine
trump, They don't want it
trump, At first, they wanted a vaccine, because they didn't think it could happen
trump, Now that we have it, they're going like, Well, we don't want it
trump, It's the craziest thing
trump, PERSON of it, you want to get a vaccine, and they're willing to hurt people, let people die for political reasons
trump, PERSON of it
trump, I think, honestly, I think it's a disgrace
trump, But we surged rapid testing kits
trump, We have more testing than all other, I mean, practically everybody
trump, You look at number two is GPE
trump, They have 1
trump,5 billion people
trump, We are up 50 million tests more than GPE
trump, In fact, we're about to crack 100 million tests
trump, And when you test, then you have, does this make sense Then you have cases
trump, So we do all this testing, and I come home and I turn on ORGANIZATION
trump, It is so bad
trump, I think ORGANIZATION, that's not only ORGANIZATION
trump, I think ORGANIZATION with PERSON
trump, There's another beauty
trump, PERSON
trump, How do you feel big in second place Lester He surged from first place to second place
trump, But ORGANIZATION is so, I mean, it's just terrible
trump, They use free airwaves, and then they give you fake news
trump, GPE airwaves
trump, They should pay a lot of money for this
trump, This is not right
trump, ORGANIZATION
trump, It's owned by a company called GPE, C-O-N, GPE, they're con, they're con men
trump, It's a disgrace
trump, They spend fortunes on public relations and then I get up and make a speech like this with television blazing all over the world, I guess
trump, Yeah, the world, it's all over the world
trump, And I say PERSON, and immediately, there goes their public, how's your public relations doing ORGANIZATION Not too good
trump, But they're just… they don't tell the truth
trump, Our country would be so much better off if we had honest media, really
trump, PERSON would
trump, And do you see what their approval rating has gone to I think it's one of my greatest achievements
trump, Hey look- It's a Saturday night
trump, We have all night
trump, This happened last night in GPE
trump, I have these teleprompter people, they're great, they're genius
trump, And I was about 45 minutes into the speech, and I realized I was only on line two
trump, And he was like, What do I do But we have more fun
trump, PERSON, you now have a president that doesn't have to use a teleprompter, isn't that nice And I said last night, I said, and yeah, your friends were there
trump, The Congressmen
trump, By the way, is the media now, and I'm pretty sure it's getting close
trump, I think they have a lower approval rating than ORGANIZATION
trump, Congratulations
trump, GPE, but it's hard
trump, When you're sitting there, you're in businesses, you're in construction, you drive trucks, you do a lot of things
trump, You're in offices
trump, You don't realize, because you don't know what's happening
trump, I know exactly a true story
trump, And then it's written to totally bend the truth, to make a good thing into a bad thing
trump, Like, can you believe it, in one week they nominated me, not for one, but for two Nobel prizes
trump, GPE, but think of it
trump, No but think
trump, And they didn't cover the story
trump, Now PERSON got his the first week
trump, Very liberal group, and nobody knew what the hell he got it for, and he didn't know
trump, Why did you get it I don't know
trump, Remember I don't know
trump, I have no idea
trump, But you know, you have a president, you love your president, and your president gets honored, because I'm not being honored, you're being honored with the ORGANIZATION, for GPE, what we did with GPE
trump, I went home and I said to the ORGANIZATION, GPE, she's very popular
trump, She made a great speech, right And PERSON made a great speech, right But I went home
trump, I said, GPE, I have big news tonight
trump, PERSON's turn on the television
trump, You know, we don't use wind
trump, We use actually, we actually use petroleum
trump, We use PERSON
trump, Because we like it to be on like a lot
trump, We don't like to have lots of open gaps when the wind's not blowing
trump, We can't watch President PERSON
trump, I go home
trump, I say, PERSON, a great thing happened today
trump, I was honored, PERSON, nominated
trump, This is a big thing PERSON
trump, And then I went home two days later
trump, I said, PERSON, you're not going to believe it
trump, I was honored again
trump, PERSON, that's GPE
trump, GPE, GPE
trump, I said, PERSON, this is great news
trump, PERSON's turn on the television
trump, This is going to be big
trump, This is going to be big tonight
trump, We just got honored, this is big
trump, PERSON, can you imagine You grow up in GPE, GPE, and now you're getting the… PERSON, let's turn on the television
trump, PERSON's turn onto that fake ORGANIZATION news
trump, And I see we have a storm
trump, PERSON, PERSON, don't worry about it
trump, The storm is big
trump, We have it taken care of, ORGANIZATION's down there, GPE, GPE, GPE
trump, We got ORGANIZATION down there
trump, It's being taken care of
trump, We always take care of it
trump, We take good care of it
trump, GPE, PERSON
trump, We took good care of him two weeks ago
trump, All right First Lady, don't worry about it
trump, It's the next story, I'm sure, it's the ORGANIZATION for peace
trump, We're stopping mass killings between GPE and GPE
trump, They've been killing each other for so many, they're going to stop killing
trump, I said, fellas, let's get together
trump, They'd been doing it for hundreds of years, frankly, under different names
trump, I said, that's great
trump, And with GPE, ORGANIZATION and GPE signed a deal with GPE
trump, PERSON said it couldn't be done
trump, I said, All right, PERSON, that's the first story on ORGANIZATION, but don't worry
trump, That's a big story
trump, The floods are big
trump, I see it
trump, And then there was a second story about something
trump, And then their third story is about something with me, I don't know, something bad they found out
trump, Then there was a fourth and a fifth and a sixth
trump, I said, PERSON, I'm a little embarrassed
trump, I thought we'd do a little better
trump, And then they looked at the screen, and said, GPE night
trump, And I wasn't covered
trump, I got the ORGANIZATION nomination, a Peace Prize, GPE nomination
trump, And they didn't cover it
trump, And then the following day I watched a certain show that does like us, and they said, Would you believe, that they covered, and they mentioned like five subjects that were nothing
trump, That was 18 minutes
trump, And the ORGANIZATION version, zero time for President PERSON
trump, GPE you very much fake news media, we appreciate it
trump, And when PERSON got it, here are the headlines
trump, President PERSON gets the ORGANIZATION Prize
trump, We need an honest media
trump, The free airwaves, they lie over the free airwaves
trump, They use them and they lie
trump, I don't know
trump, We're going to have to look at it
trump, They're a bunch of scoundrels
trump, They hate it when I say it, but you know, honestly, they are the enemy of the people
trump, When they lie, they are the enemy of the people
trump, You are the enemy of the people
trump, GPE, damn it
trump, The red lights just went off
trump, One, two, three, there's one back there, there's one back there, probably, oh it's ORGANIZATION, thank you ORGANIZATION
trump, GPE time I get on this subject, they cover me not because they want to, but we get great ratings
trump, We get ratings
trump, These little deals that we have here, come on in folks, come on in
trump, Look at these people
trump, But you know what I'll tell you what, it's true
trump, They cover it because… But anytime I start talking about the fake news media, you see them getting a little tentative
trump, The camera starts to shake a little bit, and you know, there's another thing
trump, Look at this crowd
trump, It's as far as the eye can see, it's a big crowd, right They never cover it
trump, I said to my wife last night, we had this incredible crowd
trump, A lot of people, thousands and thousands
trump, I mean like 25, 30,000, many people outside couldn't get it
trump, It was like a sea of people
trump, My wife said, Was it a large crowd I said, Did you watch Yes
trump, But they only show your face
trump, And I saw people they never show
trump, And that includes PERSON, which has changed a lot, changed a lot, sad
trump, PERSON said, What's the biggest difference between 2016 and now You know what I said, PERSON
trump, GPE difference
trump, GPE difference
trump, I don't know what's going on with them
trump, But we have some great ones too on PERSON
trump, We surged rapid testing kits to every nursing home in GPE
trump, We learned a lot, through pioneering therapies, we reduced the fatality rate by 85 since April
trump, PERSON of that 85
trump, We've come up with things
trump, They're waiting to see what's coming over the next few months in terms of therapeutics, which to me is even more important than the vaccine
trump, You go into the hospital, you make people better
trump, You give them a shot, you do a transfusion
trump, You make people better
trump, They walk out, that's to me even better, but ultimately long-term, those vaccines are going to be great, and they're really working out well and it's going to be really soon
trump, The people in certain groups are trying to hold them up as long as possible, as long as possible
trump, They're going to try and give PERSON the credit
trump, He doesn't even know what a… It's possible
trump, They're going to try and get PERSON the credit
trump, He doesn't even know what a vaccine is
trump, GPE is almost 30 higher excess mortality than the GPE
trump, GPE anyone know that they don't report that, right PERSON's had a hard time
trump, I'm not looking to hurt them, but they have 30 higher
trump, Our bold and early action saved millions of lives and our decisive economic response saved tens of millions of jobs, including 1
trump,3 million jobs, and a wonderful place called GPE, right When I banned travel from GPE in January, PERSON called it, That's hysterical
trump, That's xenophobic
trump, What does that mean ORGANIZATION me what xenophobic means, PERSON
trump, PERSON said that I mean, you're my friend
trump, PERSON said it All right, what a voice
trump, Have you ever tried opera What a voice, did everybody hear that That's true
trump, I wouldn't say it
trump, She said, He has no idea where he is
trump, But I would never say it
trump, I won't say it
trump, I won't say it
trump, I refuse this
trump, GPE, but don't underestimate him
trump, PERSON, he's been doing this for 47 years, and I got a debate coming up with this guy
trump, No, it's true
trump, You never know, you never know
trump, They give him a big fat shot in the ass, and he comes out, and for two hours, he's better than ever before
trump, GPE is what happens after the … No, we're going to ask for a drug test, we are
trump, I'd like to have a drug test
trump, Both of us
trump, I'll take it, he'll take
trump, Because I watched him into debates with all those people, those Democrats
trump, The one who treated him worst was PERSON
trump, PERSON, also, she was the one that treated, you know that, she was the one that treated him so badly
trump, And she treated PERSON very badly too
trump, PERSON was ever ruder, nobody ever suffered, like ORGANIZATION suffered in the hands and the mouths of those horrible people
trump, The way he was tortured was disgraced
trump, And they had nothing
trump, Those women, that was all made up
trump, Most of them have already admitted, it was all made up lies, false accusations, and they made him suffer
trump, And the leader of the pack I would say was, PERSON was the worst, and PERSON was a close second
trump, PERSON's ORGANIZATION doing, since she destroyed PERSON PERSON about PERSON Did he get killed Now he's trying to come back
trump, He's trying to buy his way back into the ORGANIZATION
trump, I'm going to put up 100 million in GPE, we're going to go, he wants to be back so badly
trump, Here's a guy who spent 2 billion, it's almost two billion now, they're finding out
trump, He had some of the dumbest advisers, people I know, some of the dumbest people
trump, If he would have just kept spending a couple of hundred million dollars a week on ads, he could have won
trump, He could have won
trump, Unfortunately, he said, GPE, I want to debate
trump, He went and sued to get into the debates
trump, That was not a good lawsuit
trump, They settled by saying, We'll let you in the debate
trump, The first question, he was destroyed
trump, You would think that, the way the ORGANIZATION treated him, he would really come to me, and he'd say, I want you, but his hatred and jealousy … He wanted to be President, but he doesn't have the capability of being President
trump, But he's going down now to GPE, he's going to spend 100 million
trump, How good … I have to say this, I'm not a fan of PERSON
trump, I gave her the name ORGANIZATION, I thought that was the end
trump, Remember what I used to say about her She has … Oh, well, you know it
trump, You know
trump, I would just, look, I said, This is not an GPE
trump, She said, I'm an GPE
trump, You remember what I said I have more GPE blood than me, I have more in me than she has, and I have none
trump, Unfortunately, I'd like to have some
trump, I would like to have some
trump, I think it could help, it might make me better, but I have none
trump, And I said, I have more than she does
trump, And then she went out to, and she choked, remember that She went out, and she took a test
trump, And it found out that about 700 years ago, there was a possible event, 1,024th, right Wasn't that it Good memory, very good memory
trump, PERSON has a good memory
trump, GPE moment
trump, Not for that, but for a lot of things
trump, Now, 1024th, which meant many, many, many centuries ago, there could have been a hookup somewhere along the line
trump, But she choked
trump, We forced her into a choke
trump, She went down like a rock, and then she started coming up, up, up, up, up
trump, Then she totally destroyed PERSON
trump, We call him PERSON
trump, PERSON wants that platform
trump, I want a platform, damn it
trump, I don't mind
trump, GPE, boy, he was pathetic, but now he's going to try and buy his way back into the ORGANIZATION party
trump, You remember that guy GPE environmentalist
trump, Except he made his money with coal, which is okay, I think coal is good
trump, GPE coal, I like clean coal
trump, If we had listened to PERSON, hundreds of thousands more Americans would have died
trump, You know that
trump, He was way behind
trump, This was months later
trump, And then I watch him last night, reading something saying that, I opened, I closed it up, one week later, one week
trump, Two months later, he was talking about the fact that I shouldn't be doing that to GPE
trump, I shouldn't be banning GPE because I was xenophobic
trump, And it's just unbelievable
trump, And now they will say anything
trump, It's called disinformation
trump, They will make up a lie, they will make up a story, and they go with it, it makes no difference whether or not it's show, and they'll take ads
trump, It's the worst group of people
trump, He's surrounded by bad people, dishonest people, but they're very smart
trump, He's not smart
trump, They keep him from talking
trump, It's actually, if he wins, it's the single most brilliant campaign in the history of the world
trump, Because they took a man who's got nothing
trump, He didn't have it, but he's got nothing, and I will give them credit
trump, The single greatest campaign in history, if he wins, but you know what If he wins, GPE is screwed, and so is every place else
trump, And you can forget your tobacco industry, you can forget your farmers
trump, I gave the farmers 28 billion
trump, GPE you very much, Presidency
trump, 28 billion
trump, Because you were targeted, right You were targeted by GPE
trump, And I said, How much were the farmers, GPE, GPE, you, all of them You were targeted
trump, I said, PERSON much PERSON, I said, PERSON much, Secretary 12 billion, then 16 billion, you were targeted
trump, I took it out of the tariffs we charge
trump, We never took 25 cents in from GPE, now we're getting billions and billions and billions of dollars
trump, PERSON, that never gave, never took anything, or PERSON, misjudging him So GPE, we're driving them a little crazy
trump, They don't like PERSON too much
trump, But now PERSON is recklessly campaigning against his vaccine
trump, His campaign campaign's really reckless
trump, And all it is is for political reasons
trump, It's political reasons
trump, PERSON, his whole deal is catastrophic shutdown
trump, We're getting better, we're really coming along, and he's talking about shutting down
trump, We're not doing any shutdowns
trump, We don't need shutdowns
trump, Maybe a little area, if it's such a spike, we understand, we have to take care of our senior citizens
trump, This guy talked, he said, PERSON, I'll do whatever my medical people want
trump, I believe in science
trump, He doesn't know what science is
trump, I believe in science
trump, GPE, we're not doing any shutdowns
trump, We don't need, we're rounding the turn
trump, Without the vaccine, we're rounding the turn
trump, With the vaccine, it'll just speed it up
trump, That's another one that will be controversial
trump, They'll say, He's saying that it's happened
trump, Yeah, without the care, without the vaccine, it's going along
trump, With a vaccine, even better
trump, It'll be faster
trump, PERSON's own chief of staff said, when they manage the H1N1 that he calls the ORGANIZATION, right He goes, the ORGANIZATION, and that's an easy one, because H comes before, but he always gets it wrong
trump, It's like, seven times, It's great to be with the great people of GPE
trump, They'll say, PERSON, you're in GPE
trump, Oh
trump, I've never made that mistake so far
trump, But I always say, If you do, just leave the stage, because you can never recover
trump, You can speak as well as, I mentioned, PERSON, even though he was a great speaker, he was a stutterer, and he became one of the greatest speakers ever
trump, You could be PERSON, if you make that mistake, just leave the stage
trump, You can't recover
trump, But he's made it oftentimes, right, in GPE, and it was PERSON
trump, The worst, I think, I think there was one, he was in GPE, and he said he was in GPE, right But he couldn't find any palm trees
trump, We just got a poll from GPE
trump, Through the roof
trump, GPE state of GPE, good Governor, great state of GPE
trump, But when they managed the ORGANIZATION swine flu, this was from his top person that ran it
trump, We did every possible thing wrong
trump, 60 million Americans got PERSON in that period of time
trump, And it was just a total disaster
trump, He basically said, We didn't know what the hell we were doing
trump, And this is the guy that's going to tell us what to do with something that's much more lethal, much more lethal
trump, This is much more lethal than the swine flu
trump, If PERSON had the same fatality rate as the GPE virus, over two million people would have already perished
trump, They didn't know what the hell they were doing
trump, And the guy admitted it
trump, That guy can not be very popular in GPE politics right there
trump, But just to remember, and he's telling us how to do things
trump, We're building ventilators, we're the ventilator capital of the world now, think of it
trump, We're sending them to other countries, we have so many
trump, And we have made a lot of Governors look very good
trump, And they all admit it, until the press comes in front, where they say, Oh, he was okay, but we took care of them
trump, We took care of Governors, we took care of the states
trump, On November 3rd, GPE will decide whether we will quickly return to record prosperity, or whether we allow PERSON to impose a 4 trillion tax hike, ban GPE energy, confiscate your guns
trump, These are all things that he said
trump, PERSON down our economy, destroy the suburbs
trump, They were saying that women in the suburbs, they're not sure if they like me
trump, They're starting to like me a lot lately, because it's law and order
trump, They want law and order
trump, GPE you
trump, A suburbanite, thank you, thank you
trump, No, it's true
trump, I don't know
trump, But I heard the same thing four years ago, remember  PERSON will not vote for him
trump, Then we win the election, it's like, they're all in shock
trump, PERSON, what took place PERSON, he did very well with women, what the hell was that all about, right Did very well
trump, PERSON were great
trump, Now, if it holds true … There a lot of jobs, a lot of jobs, a lot of great thinking, but he wants to give free healthcare to illegal aliens
trump, Now, what that's going to do is destroy our country, because two things happen
trump, Number one, we can't afford it
trump, Number two, everybody is going to come pouring into our country if you do that
trump, Right now, they're saying, wherever they are, when you say, We're going to give you free education, we're going to give you free healthcare
trump, We're going to take care of you
trump, Everything's going to be perfect
trump, We're going to give you, every single family, now watch, they'll print this
trump, We've checked it out, and he lied about this
trump, PERSON single family is going to be given a brand new Silver Cloud PERSON
trump, Now, I said that, and ORGANIZATION went, He lied about the fact that they're not getting a ORGANIZATION
trump, Remember what I said  GPE, if you're listening, in front of this message, GPE, if you're listening, find out where her e-mails, or whatever
trump, And then, everybody laughed, I laughed
trump, PERSON, they actually play it all the time
trump, When he spoke to GPE
trump, Do you ever see it And they cut it off before the end, they don't see any, I said, GPE, if you're listening … Oh, these people are sick
trump, He wants to erase your borders
trump, Yeah, that was supposed to be a joke, right It was a joke
trump, It was a joke, everybody was laughing, but they refused to go that extra quarter of a second
trump, He wants to indoctrinate your children with poisonous anti-American lies in education
trump, To combat the toxic left wing propaganda in our schools, I am launching a new pro-American lesson plan for students called, 1776 Commission
trump, It's already done
trump, That's good
trump, And it's true, your kids come home, and they tell you things
trump, PERSON many of you, the kids come home, and they tell you things
trump, It's a disgrace, what they're teaching them, it's a disgrace
trump, We're ending it
trump, In fact, we're taking school funds away from these crazy schools that are teaching horrible things, bad things, actually
trump, We will teach our children the truth about GPE, that we are the most exceptional nation on the face of the earth
trump, And we are getting better every single day
trump, And no party can lead GPE, that will not teach our children to love GPE
trump, ORGANIZATION party can do that
trump, The sleepy campaign has joined forces with those trying to tear down GPE and our way of life
trump, We have a great way of life, and getting better all the time
trump, PERSON at what we've done
trump, PERSON's running mate urged supporters to help bail rioters out of jail, including one who attempted murder
trump, That's right
trump, One who attempted to murder a police officer, and a man accused of sexually assaulting an eight-year-old girl, 13 members of PERSON's staff donated to the same fund
trump, PERSON, that's where they're coming from, just so you know
trump, He's trying to go a little bit more right, like the fracking
trump, GPE, well of course, we're going to have … For six months, he's saying, there'll be no fracking, which I don't think the people in GPE thrilled with, do you agree, considering that your taxes could quadruple
trump, I tell it all the time, GPE, right GPE, they like oil
trump, They like guns, right, in GPE
trump, PERSON And they like God
trump, So he comes out with a platform, no oil
trump, We don't want oil
trump, This is during the ORGANIZATION deal
trump, There'll be no oil, there'll be no God, there'll be no guns
trump, This is not a good campaign
trump, And then the fake news says, PERSON is tied in GPE
trump, I'm tied
trump, Last time I was tied in GPE until the day of the vote
trump, Then they announced, the second they called it, The polls in GPE have closed
trump, PERSON has won the state of GPE
trump, PERSON of it
trump, He's against oil
trump, He's against guns
trump, They're going to confiscate your guns, ORGANIZATION's going to be destroyed
trump, I am holding up your Second Amendment
trump, If it's not me, look what I've done
trump, You think it's been easy They want to get rid of the ORGANIZATION Amendment
trump, They're going to get rid of the guns, right And religion
trump, GPE, look what they're doing to religion
trump, These states, everything's closed, except, you're allowed to protest
trump, That's why I say everything we do is a protest
trump, PERSON at all those people back there, look at that
trump, Look it, they just form
trump, PERSON
trump, Turn the cameras around, please
trump, They never do it
trump, Turn the cameras around, please
trump, PERSON
trump, GPE you
trump, That's a lot of people
trump, We're proud of you
trump, That's a lot of people
trump, You ever notice, they never do it, though
trump, I say, Turn the camera
trump, Right from the beginning, they never did
trump, They don't want to give us the credit for these big crowds, because you know what When you see crowds like this, or in GPE, that I had a few nights ago, or last night was so incredible
trump, What we had last night was just incredible, in GPE
trump, We're going to win it, 1972, we're going to win it
trump, 1972, it hasn't … That's a long time ago
trump, Remember I think PERSON won every state except for ORGANIZATION
trump, We're going to win PERSON
trump, What we've done for them, we've opened up their livelihood again
trump, PERSON
trump, How about Maine I opened up 5,000 square miles of ocean
trump, PERSON closed it
trump, They said, Why He had no idea
trump, PERSON off their shore, no fishing, no nothing
trump, They called it a monument, right Right off their shore
trump, PERSON, I mean, if I don't win PERSON … PERSON traditionally is not really very ORGANIZATION, but I won PERSON too last time, actually
trump, Because I love PERSON, too
trump, I love PERSON, too
trump, But think of what I did
trump, I opened the waters up for fishermen and for lobster men and women
trump, Now they go lobster fishing and fishing
trump, But 5, 000, I said, Why did they close it PERSON was able to tell me, but I opened it up, an executive order
trump, I totally opened it up
trump, I did many other things
trump, Then I got the tariffs
trump, They couldn't do business in GPE, they couldn't do business in GPE, because they were charging tariffs to Maine
trump, So GPE would take our fish and lobster
trump, We'd sell it to GPE for nothing, and they'd sell it to GPE and GPE, because they didn't have to pay tariffs
trump, Not only did I get the 5,000 … Think of what, 5,000 square miles
trump, So you take one mile, square mile, multiply times 5,000
trump, That's a big area, even in an ocean, right It's massive
trump, And it was the best area, the best
trump, I got rid of the tariffs
trump, I told them, If you tariff our Maine lobster people, and fishermen and women, if you want a tariff on them, that's okay, but we're going to tariff your cars, okay PERSON is a much bigger deal
trump, It was amazing how quickly those tariffs were taken off
trump, I did that off of GPE, I did that in two weeks, okay Took me two weeks
trump, Once I found out about it, it's hard to believe it ever happened
trump, So I did that for PERSON
trump, And somebody said, I'm down in GPE
trump, How the hell can I be down in PERSON, after what I did I'll tell you what if I do that from PERSON, and if PERSON doesn't vote for PERSON
trump, I don't think I'm going back, okay I can tell you one thing
trump, Their Senator never did it for them
